id,course_code,campus,year,name,description,credits,is_honours,restrictions,equivalent_string,co-req_string,pre-req_string,courses_in_equivalent_string,courses_in_co-req_string,courses_in_pre-req_string,winter_term_1,winter_term_2,summer_term_1,summer_term_2,duration_terms//,source
c-1077,MATH 464,UBCO,2023,MATH 464 Nonconvex Optimization,"Nonconvex analysis, semi-continuous functions, Lipschitz functions, tangent cone, normal cone, subdifferentials, optimality conditions, regularizations, algorithms for nonconvex optimization. Credit will be granted for only one of MATH 464 or MATH 564.",3,FALSE,,,,MATH 327.,,,MATH 327,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1078,MATH 465,UBCO,2023,MATH 465 Splitting Algorithms and Modern Operator Theory,"Splitting Algorithms. Monotone operators, inclusion problems and duality, non-expansive mappings, fundamental algorithms and variants featuring acceleration and randomization. Credit will be granted for only one of MATH 465 or MATH 565.",3,FALSE,,,,MATH 327. (MATH 461 is recommended.),,,"MATH 327,MATH 461",FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1079,MATH 549,UBCO,2024,MATH 549 Thesis for Master's Degree,Pass/Fail.,12,FALSE,This course is restricted to students in one of these programs: MSC-O,,,,,,,TRUE,TRUE,TRUE,TRUE,2,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1080,MATH 559,UBCO,2023,MATH 559 Mathematical Biology,Mathematical methods in modelling biological processes at levels from cell biochemistry to community ecology.,3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1081,MATH 562,UBCO,2023,MATH 562 Derivative-Free Optimization,"Mathematical analysis and development of derivative-free optimization methods. Heuristic methods, direct search methods, model-based methods, convergence analysis, topics in implementation and testing. Credit will be granted for only one of MATH 562 or MATH 462.",3,FALSE,,,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1082,MATH 563,UBCO,2023,MATH 563 Convex Optimization and Non-smooth Analysis,"Separation and support properties of convex sets; polar, tangent, and normal cones; Fenchel conjugation; subgradient calculus for convex functions; Fenchel duality for convex optimization problems; algorithms for non-differentiable optimization; non-smooth analysis and optimization for non-convex objects.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1083,MATH 564,UBCO,2023,MATH 564 Nonconvex Optimization,"Nonconvex analysis, semi-continuous functions, Lipschitz functions, tangent cone, normal cone, subdifferentials, optimality conditions, regularizations, algorithms for nonconvex optimization. Credit will be granted for only one of MATH 464 or MATH 564.",3,FALSE,,,,MATH 327.,,,MATH 327,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1084,MATH 565,UBCO,2023,MATH 565 Splitting Algorithms and Modern Operator Theory,"Splitting Algorithms. Monotone operators, inclusion problems and duality, non-expansive mappings, fundamental algorithms and variants featuring acceleration and randomization. Credit will be granted for only one of MATH 565 or MATH 465.",3,FALSE,,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1085,MATH 590A,UBCO,2023,MATH 590A Graduate Seminar - GRAD SEMINAR,"Presentation and discussion of recent results in the mathematical, statistical, or related literature. Credit may be obtained more than once. Pass/Fail.",1,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,TRUE,FALSE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1086,MATH 590B,UBCO,2023,MATH 590B Graduate Seminar - GRAD SEMINAR,"Presentation and discussion of recent results in the mathematical, statistical, or related literature. Credit may be obtained more than once. Pass/Fail.",1,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1087,MATH 590D,UBCO,2024,MATH 590D Graduate Seminar - GRAD SEMINAR,"Presentation and discussion of recent results in the mathematical, statistical, or related literature. Credit may be obtained more than once. Pass/Fail.",1,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,FALSE,TRUE,TRUE,2,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1088,MATH 601A,UBCO,2023,MATH 601A Topics in Analysis - ANALYSIS II,"Topics, which depend on the students' background and requirements and on the instructor, are drawn from functional analysis, measure and integration theory, non-smooth analysis, and variational analysis.",3,FALSE,This course is restricted to students in one of these programs: PHD-O -OR- in one of these programs: MSC-O,,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1089,MATH 604D,UBCO,2023,MATH 604D Topics in Optimization - SPLIT ALG MOD OP,"Advanced theoretical, algorithmic, or computational topics in optimization. Non-smooth optimization and analysis in infinite-dimensional spaces; monotone operators; subgradient calculus for non-convex functions; semidefinite programming. Interior point methods, projection, and other non-differentiable algorithms. Complexity of optimization algorithms; practical overview of optimization solvers for continuous and discrete problems; numerical and symbolic computation of Fenchel conjugates.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1090,MATH 604E,UBCO,2023,MATH 604E Topics in Optimization - NONCONVEX OPT,"Advanced theoretical, algorithmic, or computational topics in optimization. Non-smooth optimization and analysis in infinite-dimensional spaces; monotone operators; subgradient calculus for non-convex functions; semidefinite programming. Interior point methods, projection, and other non-differentiable algorithms. Complexity of optimization algorithms; practical overview of optimization solvers for continuous and discrete problems; numerical and symbolic computation of Fenchel conjugates.",3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1091,MATH 620F,UBCO,2023,MATH 620F Directed Studies in Mathematics - ALG NMBR THEORY,Advanced study under the direction of a faculty member may be arranged in special situations.,3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1092,MATH 620G,UBCO,2023,MATH 620G Directed Studies in Mathematics - RSRCH TECH IN SE,Advanced study under the direction of a faculty member may be arranged in special situations.,3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1093,MATH 620U,UBCO,2024,MATH 620U Directed Studies in Mathematics - QUE THRY NET SYS,Advanced study under the direction of a faculty member may be arranged in special situations.,3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,FALSE,TRUE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1094,MATH 620V,UBCO,2024,MATH 620V Directed Studies in Mathematics - ADV IN ALGEBRA,Advanced study under the direction of a faculty member may be arranged in special situations.,6,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,FALSE,TRUE,TRUE,2,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1095,MATH 620W,UBCO,2023,MATH 620W Directed Studies in Mathematics - STAT EST FOR DE,Advanced study under the direction of a faculty member may be arranged in special situations.,3,FALSE,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,FALSE,TRUE,FALSE,FALSE,1,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
c-1096,MATH 649,UBCO,2024,MATH 649 Ph.D. Thesis,Pass/Fail.,0,FALSE,This course is restricted to students in one of these programs: PHD-O,,,,,,,TRUE,TRUE,TRUE,TRUE,2,https://okanagan.calendar.ubc.ca/course-descriptions/subject/matho
